Country GPSC_PoPUNK2 Sample_accession Lane_accession
SOUTH AFRICA 2 ERS3781878 ERR3723416
SOUTH AFRICA 2 ERS3781899 ERR3723500
SOUTH AFRICA 2 ERS3781904 ERR3723518
SOUTH AFRICA 2 ERS3781918 ERR3723193
SOUTH AFRICA 2 ERS3781942 ERR3723286
SOUTH AFRICA 2 ERS3781947 ERR3723306
SOUTH AFRICA 2 ERS3781959 ERR3723361
SOUTH AFRICA 2 ERS3781965 ERR3723382
SOUTH AFRICA 2 ERS3781977 ERR3723428
SOUTH AFRICA 2 ERS3781981 ERR3723444
SOUTH AFRICA 2 ERS3781985 ERR3723462
SOUTH AFRICA 2 ERS3782038 ERR3795420
SOUTH AFRICA 2 ERS3782042 ERR3795434
SOUTH AFRICA 2 ERS3782044 ERR3795442
SOUTH AFRICA 2 ERS3782055 ERR3795488
SOUTH AFRICA 2 ERS3782058 ERR3795500
SOUTH AFRICA 2 ERS3782064 ERR3795522
SOUTH AFRICA 2 ERS3782016 ERR3795526
SOUTH AFRICA 2 ERS3782011 ERR3795533
SOUTH AFRICA 2 ERS3782019 ERR3795561
SOUTH AFRICA 2 ERS3782068 ERR3795581
SOUTH AFRICA 2 ERS3782080 ERR3795618
SOUTH AFRICA 2 ERS3782085 ERR3795649
SOUTH AFRICA 2 ERS3782094 ERR3795689
SOUTH AFRICA 2 ERS3782118 ERR3795396
SOUTH AFRICA 2 ERS3782131 ERR3795451
SOUTH AFRICA 2 ERS3782159 ERR3795559
SOUTH AFRICA 2 ERS3782166 ERR3795593
SOUTH AFRICA 2 ERS3782173 ERR3795614
SOUTH AFRICA 2 ERS3782214 ERR3795374
SOUTH AFRICA 2 ERS3782239 ERR3795466
SOUTH AFRICA 2 ERS3782240 ERR3795470
SOUTH AFRICA 2 ERS3782254 ERR3795525
SOUTH AFRICA 2 ERS3782287 ERR3795638
SOUTH AFRICA 2 ERS3782328 ERR3795659
SOUTH AFRICA 2 ERS3782329 ERR3795663
SOUTH AFRICA 2 ERS3782336 ERR3795688
SOUTH AFRICA 2 ERS3782339 ERR3795704
SOUTH AFRICA 2 ERS3782302 ERR3795393
SOUTH AFRICA 2 ERS3782306 ERR3795402
SOUTH AFRICA 2 ERS3782308 ERR3795410
SOUTH AFRICA 2 ERS3782309 ERR3795418
SOUTH AFRICA 2 ERS3782317 ERR3795448
SOUTH AFRICA 2 ERS3782348 ERR3795486
SOUTH AFRICA 2 ERS3782352 ERR3795506
SOUTH AFRICA 2 ERS3782362 ERR3795544
SOUTH AFRICA 2 ERS3782386 ERR3795632
SOUTH AFRICA 2 ERS3782391 ERR3795650
SOUTH AFRICA 2 ERS3782405 ERR3795708
SOUTH AFRICA 2 ERS3782424 ERR3796163
SOUTH AFRICA 2 ERS3782423 ERR3796167
SOUTH AFRICA 2 ERS3782431 ERR3796196
SOUTH AFRICA 2 ERS3782442 ERR3796239
SOUTH AFRICA 2 ERS3782446 ERR3796255
SOUTH AFRICA 2 ERS3782462 ERR3796321
SOUTH AFRICA 2 ERS3782463 ERR3796322
SOUTH AFRICA 2 ERS3782478 ERR3796385
SOUTH AFRICA 2 ERS3782495 ERR3796450
SOUTH AFRICA 2 ERS3782515 ERR3796143
SOUTH AFRICA 2 ERS3782533 ERR3796215
SOUTH AFRICA 2 ERS3782537 ERR3796235
SOUTH AFRICA 2 ERS3782545 ERR3796269
SOUTH AFRICA 2 ERS3782557 ERR3796310
SOUTH AFRICA 2 ERS3782614 ERR3796343
SOUTH AFRICA 2 ERS3782571 ERR3796378
SOUTH AFRICA 2 ERS3782583 ERR3796427
SOUTH AFRICA 2 ERS3782584 ERR3796432
SOUTH AFRICA 2 ERS3782585 ERR3796440
SOUTH AFRICA 2 ERS3782612 ERR3796158
SOUTH AFRICA 2 ERS3782617 ERR3796162
SOUTH AFRICA 2 ERS3782626 ERR3796195
SOUTH AFRICA 2 ERS3782633 ERR3796225
SOUTH AFRICA 2 ERS3782651 ERR3796297
SOUTH AFRICA 2 ERS3782719 ERR3796502
SOUTH AFRICA 2 ERS3782733 ERR3796161
SOUTH AFRICA 2 ERS3782746 ERR3796198
SOUTH AFRICA 2 ERS3782750 ERR3796216
SOUTH AFRICA 2 ERS3782770 ERR3796274
SOUTH AFRICA 2 ERS3782774 ERR3796292
SOUTH AFRICA 2 ERS3782790 ERR3796311
SOUTH AFRICA 2 ERS3782789 ERR3796315
SOUTH AFRICA 2 ERS3782792 ERR3796320
SOUTH AFRICA 2 ERS3782797 ERR3796336
SOUTH AFRICA 2 ERS3782799 ERR3796351
SOUTH AFRICA 2 ERS3782801 ERR3796359
SOUTH AFRICA 2 ERS3782802 ERR3796366
SOUTH AFRICA 2 ERS3782804 ERR3796370
SOUTH AFRICA 2 ERS3782812 ERR3796404
SOUTH AFRICA 2 ERS3782813 ERR3796412
SOUTH AFRICA 2 ERS3782818 ERR3796428
SOUTH AFRICA 2 ERS3782819 ERR3796430
SOUTH AFRICA 2 ERS3782830 ERR3796475
SOUTH AFRICA 2 ERS3782837 ERR3723595
SOUTH AFRICA 2 ERS3782843 ERR3723616
SOUTH AFRICA 2 ERS3782845 ERR3723624
SOUTH AFRICA 2 ERS3782846 ERR3723628
SOUTH AFRICA 2 ERS3782847 ERR3723630
SOUTH AFRICA 2 ERS3782850 ERR3723642
SOUTH AFRICA 2 ERS3782871 ERR3723726
SOUTH AFRICA 2 ERS3782877 ERR3723753
SOUTH AFRICA 2 ERS3782878 ERR3723757
SOUTH AFRICA 2 ERS3782885 ERR3723785
SOUTH AFRICA 2 ERS3782888 ERR3723405
SOUTH AFRICA 2 ERS3782907 ERR3723861
SOUTH AFRICA 2 ERS3782910 ERR3723873
SOUTH AFRICA 2 ERS3782911 ERR3723877
SOUTH AFRICA 2 ERS3782923 ERR3723917
SOUTH AFRICA 2 ERS3782935 ERR3723584
SOUTH AFRICA 2 ERS3782950 ERR3723639
SOUTH AFRICA 2 ERS3782989 ERR3723794
SOUTH AFRICA 2 ERS3783009 ERR3723872
SOUTH AFRICA 2 ERS3783014 ERR3723894
SOUTH AFRICA 2 ERS3783016 ERR3723902
SOUTH AFRICA 2 ERS3783021 ERR3723923
SOUTH AFRICA 2 ERS3783024 ERR3723936
SOUTH AFRICA 2 ERS3783080 ERR3723687
SOUTH AFRICA 2 ERS3783084 ERR3723707
SOUTH AFRICA 2 ERS3783089 ERR3723729
SOUTH AFRICA 2 ERS3783095 ERR3723750
SOUTH AFRICA 2 ERS3783054 ERR3723796
SOUTH AFRICA 2 ERS3783057 ERR3723812
SOUTH AFRICA 2 ERS3783065 ERR3723842
SOUTH AFRICA 2 ERS3783132 ERR3723597
SOUTH AFRICA 2 ERS3783148 ERR3723656
SOUTH AFRICA 2 ERS3783152 ERR3723673
SOUTH AFRICA 2 ERS3783156 ERR3723686
SOUTH AFRICA 2 ERS3783190 ERR3723815
SOUTH AFRICA 2 ERS3783195 ERR3723836
SOUTH AFRICA 2 ERS3783203 ERR3723866
SOUTH AFRICA 2 ERS3783241 ERR3795800
SOUTH AFRICA 2 ERS3783247 ERR3795824
SOUTH AFRICA 2 ERS3783257 ERR3795855
SOUTH AFRICA 2 ERS3783274 ERR3795925
SOUTH AFRICA 2 ERS3783280 ERR3795945
SOUTH AFRICA 2 ERS3783290 ERR3795974
SOUTH AFRICA 2 ERS3783300 ERR3796017
SOUTH AFRICA 2 ERS3783311 ERR3796061
SOUTH AFRICA 2 ERS3783312 ERR3796065
SOUTH AFRICA 2 ERS3783316 ERR3796085
SOUTH AFRICA 2 ERS3783325 ERR3795776
SOUTH AFRICA 2 ERS3783343 ERR3795847
SOUTH AFRICA 2 ERS3783344 ERR3795851
SOUTH AFRICA 2 ERS3783388 ERR3795972
SOUTH AFRICA 2 ERS3783410 ERR3796060
SOUTH AFRICA 2 ERS3783412 ERR3796069
SOUTH AFRICA 2 ERS3783425 ERR3796119
SOUTH AFRICA 2 ERS3783427 ERR3796128
SOUTH AFRICA 2 ERS3783477 ERR3795939
SOUTH AFRICA 2 ERS3783503 ERR3796034
SOUTH AFRICA 2 ERS3783541 ERR3795810
SOUTH AFRICA 2 ERS3783551 ERR3795852
SOUTH AFRICA 2 ERS3783576 ERR3795877
SOUTH AFRICA 2 ERS3783577 ERR3795882
SOUTH AFRICA 2 ERS3783585 ERR3795912
SOUTH AFRICA 2 ERS3783596 ERR3795956
SOUTH AFRICA 2 ERS3783552 ERR3796011
SOUTH AFRICA 2 ERS3783561 ERR3796044
SOUTH AFRICA 2 ERS3783612 ERR3796096
SOUTH AFRICA 2 ERS3783620 ERR3796126
SOUTH AFRICA 2 ERS3783629 ERR3796521
SOUTH AFRICA 2 ERS3783628 ERR3796522
SOUTH AFRICA 2 ERS3783633 ERR3796526
SOUTH AFRICA 2 ERS3783638 ERR3796531
SOUTH AFRICA 2 ERS464183 ERR632868
SOUTH AFRICA 2 ERS464197 ERR632882
SOUTH AFRICA 2 ERS464200 ERR632885
SOUTH AFRICA 2 ERS464207 ERR632892
SOUTH AFRICA 2 ERS464211 ERR632896
SOUTH AFRICA 2 ERS464212 ERR632897
SOUTH AFRICA 2 ERS464218 ERR632903
SOUTH AFRICA 2 ERS464229 ERR632914
SOUTH AFRICA 2 ERS464236 ERR632921
SOUTH AFRICA 2 ERS464244 ERR632929
SOUTH AFRICA 2 ERS464255 ERR632940
SOUTH AFRICA 2 ERS464258 ERR632943
SOUTH AFRICA 2 ERS464281 ERR600315
SOUTH AFRICA 2 ERS464284 ERR600318
SOUTH AFRICA 2 ERS464289 ERR600322
SOUTH AFRICA 2 ERS464292 ERR600325
SOUTH AFRICA 2 ERS464300 ERR600333
SOUTH AFRICA 2 ERS464308 ERR600341
SOUTH AFRICA 2 ERS464310 ERR600343
SOUTH AFRICA 2 ERS464313 ERR600346
SOUTH AFRICA 2 ERS464324 ERR600357
SOUTH AFRICA 2 ERS464329 ERR600362
SOUTH AFRICA 2 ERS464345 ERR600378
SOUTH AFRICA 2 ERS464346 ERR600379
SOUTH AFRICA 2 ERS464362 ERR600394
SOUTH AFRICA 2 ERS464364 ERR600396
SOUTH AFRICA 2 ERS464365 ERR600397
SOUTH AFRICA 2 ERS464376 ERR600408
SOUTH AFRICA 2 ERS464393 ERR600424
SOUTH AFRICA 2 ERS464395 ERR600426
SOUTH AFRICA 2 ERS464400 ERR600431
SOUTH AFRICA 2 ERS464410 ERR600441
SOUTH AFRICA 2 ERS464416 ERR600447
SOUTH AFRICA 2 ERS464480 ERR600464
SOUTH AFRICA 2 ERS464487 ERR600471
SOUTH AFRICA 2 ERS464488 ERR600472
SOUTH AFRICA 2 ERS464489 ERR600473
SOUTH AFRICA 2 ERS464493 ERR600477
SOUTH AFRICA 2 ERS464502 ERR600486
SOUTH AFRICA 2 ERS464509 ERR600493
SOUTH AFRICA 2 ERS464520 ERR600504
SOUTH AFRICA 2 ERS464529 ERR600513
SOUTH AFRICA 2 ERS464542 ERR600526
SOUTH AFRICA 2 ERS464550 ERR600534
SOUTH AFRICA 2 ERS464555 ERR600539
SOUTH AFRICA 2 ERS464560 ERR600544
SOUTH AFRICA 2 ERS464566 ERR600550
SOUTH AFRICA 2 ERS464574 ERR600558
SOUTH AFRICA 2 ERS464578 ERR600561
SOUTH AFRICA 2 ERS464588 ERR600571
SOUTH AFRICA 2 ERS464597 ERR600580
SOUTH AFRICA 2 ERS464606 ERR600589
SOUTH AFRICA 2 ERS464609 ERR600592
SOUTH AFRICA 2 ERS464610 ERR600593
SOUTH AFRICA 2 ERS464611 ERR600594
SOUTH AFRICA 2 ERS707639 ERR1065265
SOUTH AFRICA 2 ERS707723 ERR1065307
SOUTH AFRICA 2 ERS707744 ERR1065317
SOUTH AFRICA 2 ERS707750 ERR1065320
SOUTH AFRICA 2 ERS707745 ERR1065939
SOUTH AFRICA 2 ERS639248 ERR908987
SOUTH AFRICA 2 ERS429016 ERR570474
SOUTH AFRICA 2 ERS390742 ERR490711
SOUTH AFRICA 2 ERS428970 ERR570430
SOUTH AFRICA 2 ERS428977 ERR570437
SOUTH AFRICA 2 ERS428989 ERR570447
SOUTH AFRICA 2 ERS428994 ERR570452
SOUTH AFRICA 2 ERS429018 ERR570476
SOUTH AFRICA 2 ERS428594 ERR586465
SOUTH AFRICA 2 ERS428595 ERR568438
SOUTH AFRICA 2 ERS428603 ERR568446
SOUTH AFRICA 2 ERS428604 ERR568447
SOUTH AFRICA 2 ERS428605 ERR568448
SOUTH AFRICA 2 ERS428613 ERR568456
SOUTH AFRICA 2 ERS428626 ERR568468
SOUTH AFRICA 2 ERS428629 ERR568471
SOUTH AFRICA 2 ERS428640 ERR568481
SOUTH AFRICA 2 ERS428663 ERR568504
SOUTH AFRICA 2 ERS428674 ERR586468
SOUTH AFRICA 2 ERS428675 ERR568515
SOUTH AFRICA 2 ERS428695 ERR568535
SOUTH AFRICA 2 ERS428696 ERR568536
SOUTH AFRICA 2 ERS428699 ERR568539
SOUTH AFRICA 2 ERS428712 ERR568552
SOUTH AFRICA 2 ERS428719 ERR568559
SOUTH AFRICA 2 ERS428723 ERR568563
SOUTH AFRICA 2 ERS428728 ERR568568
SOUTH AFRICA 2 ERS428743 ERR568583
SOUTH AFRICA 2 ERS428746 ERR568586
SOUTH AFRICA 2 ERS428753 ERR568593
SOUTH AFRICA 2 ERS428761 ERR568601
SOUTH AFRICA 2 ERS428785 ERR568625
SOUTH AFRICA 2 ERS428792 ERR568631
SOUTH AFRICA 2 ERS428793 ERR568632
SOUTH AFRICA 2 ERS428819 ERR568656
SOUTH AFRICA 2 ERS428823 ERR568660
SOUTH AFRICA 2 ERS428827 ERR568664
SOUTH AFRICA 2 ERS428831 ERR568668
SOUTH AFRICA 2 ERS428834 ERR568671
SOUTH AFRICA 2 ERS428843 ERR568679
SOUTH AFRICA 2 ERS428863 ERR568696
SOUTH AFRICA 2 ERS428882 ERR568715
SOUTH AFRICA 2 ERS428885 ERR568718
SOUTH AFRICA 2 ERS428906 ERR568739
SOUTH AFRICA 2 ERS428914 ERR568747
SOUTH AFRICA 2 ERS428916 ERR568749
SOUTH AFRICA 2 ERS428950 ERR570410
SOUTH AFRICA 2 ERS428959 ERR570419
SOUTH AFRICA 2 ERS428966 ERR570426
SOUTH AFRICA 2 ERS390727 ERR505978
KENYA 2 ERS3862679 not found
KENYA 2 ERS3862680 not found
KENYA 2 ERS3862681 not found
KENYA 2 ERS2862926 ERR3192295
KENYA 2 ERS3862682 not found
KENYA 2 ERS3862683 not found
KENYA 2 ERS3862684 not found
KENYA 2 ERS3862685 not found
KENYA 2 ERS3862688 not found
KENYA 2 ERS3862686 not found
KENYA 2 ERS3862687 not found
KENYA 2 ERS3862689 not found
KENYA 2 ERS3862690 not found
KENYA 2 ERS2862929 ERR3192303
KENYA 2 ERS2862930 ERR3192307
KENYA 2 ERS2862932 ERR3192312
KENYA 2 ERS2862934 ERR3192318
KENYA 2 ERS2862134 ERR3217650
KENYA 2 ERS3862691 not found
KENYA 2 ERS2862207 ERR3217519
KENYA 2 ERS2862225 ERR3217590
KENYA 2 ERS2862965 ERR3192403
KENYA 2 ERS2862966 ERR3192405
KENYA 2 ERS2862978 ERR3192430
KENYA 2 ERS3862704 not found
KENYA 2 ERS2862968 ERR3192411
KENYA 2 ERS3862706 not found
KENYA 2 ERS2862970 ERR3192415
KENYA 2 ERS3862701 not found
KENYA 2 ERS2862972 ERR3192421
KENYA 2 ERS2862967 ERR3192409
KENYA 2 ERS2862974 ERR3217327
KENYA 2 ERS3862702 not found
KENYA 2 ERS2862946 ERR3192347
KENYA 2 ERS2862947 ERR3192351
KENYA 2 ERS2862948 ERR3192353
KENYA 2 ERS2862990 ERR3217406
KENYA 2 ERS2862991 ERR3217339
KENYA 2 ERS3862707 not found
KENYA 2 ERS2862962 ERR3192396
KENYA 2 ERS2862986 ERR3217337
KENYA 2 ERS2862950 ERR3192359
KENYA 2 ERS2862955 ERR3192375
KENYA 2 ERS2862957 ERR3192380
KENYA 2 ERS2862958 ERR3192383
KENYA 2 ERS2862961 ERR3192392
KENYA 2 ERS2862939 ERR3192332
KENYA 2 ERS3862711 not found
KENYA 2 ERS3862710 not found
KENYA 2 ERS2862995 ERR3217343
KENYA 2 ERS2862997 ERR3192435
KENYA 2 ERS3655298 ERR3655413
KENYA 2 ERS2862998 ERR3217346
KENYA 2 ERS3862709 not found
KENYA 2 ERS3862712 not found
KENYA 2 ERS2863000 ERR3217348
KENYA 2 ERS3862713 not found
KENYA 2 ERS3862674 not found
KENYA 2 ERS3862677 not found
KENYA 2 ERS3862676 not found
KENYA 2 ERS3862675 not found
KENYA 2 ERS3655299 ERR3655415
KENYA 2 ERS3655300 ERR3655417
KENYA 2 ERS3655301 ERR3655419
KENYA 2 ERS2862278 ERR3217408
KENYA 2 ERS2862330 ERR3217589
KENYA 2 ERS2862369 ERR3217681
KENYA 2 ERS2863002 ERR3192442
KENYA 2 ERS3655302 ERR3655197
KENYA 2 ERS3655303 ERR3655421
KENYA 2 ERS3655304 ERR3655423
KENYA 2 ERS3655305 ERR3655425
KENYA 2 ERS3655306 ERR3655427
KENYA 2 ERS3655310 ERR3655433
KENYA 2 ERS3655311 ERR3655435
KENYA 2 ERS3862678 not found
KENYA 2 ERS3862671 not found
KENYA 2 ERS3862699 not found
KENYA 2 ERS3862693 not found
KENYA 2 ERS2862711 ERR3164477
KENYA 2 ERS2862793 ERR3164401
KENYA 2 ERS2862794 ERR3164405
MALAWI 5 ERS215104 ERR316753
MALAWI 5 ERS625601 ERR862522
MALAWI 5 ERS625610 ERR862531
MALAWI 5 ERS553424 ERR774609
MALAWI 5 ERS625494 ERR862419
MALAWI 5 ERS625440 ERR862367
MALAWI 5 ERS625611 ERR862532
MALAWI 5 ERS625969 ERR869981
MALAWI 5 ERS625578 ERR862499
MALAWI 5 ERS625688 ERR869875
MALAWI 5 ERS625970 ERR869982
MALAWI 5 ERS625935 ERR869947
MALAWI 5 ERS725363 ERR1288855
MALAWI 5 ERS725371 ERR1288859
MALAWI 5 ERS725395 ERR1288871
MALAWI 5 ERS725276 ERR1288894
MALAWI 5 ERS725278 ERR1288895
MALAWI 5 ERS625630 ERR869821
MALAWI 5 ERS625674 ERR869861
MALAWI 5 ERS625555 ERR862477
MALAWI 5 ERS725776 ERR1202187
MALAWI 5 ERS725457 ERR1288982
MALAWI 5 ERS215211 ERR316859
MALAWI 5 ERS215336 ERR311107
MALAWI 5 ERS215132 ERR316781
MALAWI 5 ERS398786 ERR501490
MALAWI 5 ERS725412 ERR1288959
MALAWI 5 ERS813191 ERR1453514
MALAWI 5 ERS813201 ERR1453524
MALAWI 5 ERS625989 ERR870001
MALAWI 5 ERS813203 ERR1453526
MALAWI 5 ERS726142 ERR1202557
MALAWI 5 ERS813202 ERR1453525
MALAWI 5 ERS813176 ERR1453499
MALAWI 5 ERS813187 ERR1453510
MALAWI 5 ERS725450 ERR1202144
MALAWI 5 ERS725434 ERR1202139
MALAWI 5 ERS725743 ERR1191900
MALAWI 5 ERS725485 ERR1202160
MALAWI 5 ERS725430 ERR1202137
MALAWI 5 ERS725761 ERR1202180
MALAWI 5 ERS725462 ERR1191898
MALAWI 5 ERS553588 ERR774696
MALAWI 5 ERS553642 ERR774735
MALAWI 5 ERS553603 ERR774703
MALAWI 5 ERS553609 ERR774705
MALAWI 5 ERS553616 ERR774710
MALAWI 5 ERS553625 ERR774719
MALAWI 5 ERS553622 ERR774716
MALAWI 5 ERS553640 ERR774733
MALAWI 5 ERS553641 ERR774734
MALAWI 5 ERS553632 ERR774725
MALAWI 5 ERS553645 ERR774738
MALAWI 5 ERS725787 ERR1202111
MALAWI 5 ERS725792 ERR1202114
MALAWI 5 ERS725796 ERR1202116
MALAWI 5 ERS725809 ERR1202121
MALAWI 5 ERS725811 ERR1202122
MALAWI 5 ERS725812 ERR1202123
MALAWI 5 ERS726131 ERR1202459
MALAWI 5 ERS726149 ERR1202468
MALAWI 5 ERS726071 ERR1202432
MALAWI 5 ERS726073 ERR1202433
MALAWI 5 ERS726098 ERR1202445
MALAWI 5 ERS726107 ERR1202448
MALAWI 5 ERS726114 ERR1202451
MALAWI 5 ERS726125 ERR1202456
MALAWI 5 ERS726061 ERR1202427
MALAWI 5 ERS726065 ERR1202429
MALAWI 5 ERS726155 ERR1202471
MALAWI 5 ERS725362 ERR1288933
MALAWI 5 ERS625395 ERR862263
MALAWI 5 ERS399094 ERR516631
MALAWI 5 ERS398912 ERR501500
MALAWI 5 ERS553415 ERR774604
MALAWI 5 ERS725884 ERR1202248
MALAWI 5 ERS725292 ERR1288902
MALAWI 5 ERS553501 ERR774648
MALAWI 5 ERS215013 ERR316669
MALAWI 5 ERS625388 ERR862260
MALAWI 5 ERS398919 ERR501585
MALAWI 5 ERS399095 ERR516632
THE GAMBIA 5 ERS2922579 ERR3192447
THE GAMBIA 5 ERS497381 ERR714267
THE GAMBIA 5 ERS497386 ERR714175
THE GAMBIA 5 ERS497125 ERR714278
THE GAMBIA 5 ERS1574386 ERR2089981
THE GAMBIA 5 ERS497162 ERR714356
THE GAMBIA 5 ERS497176 ERR714360
THE GAMBIA 5 ERS497252 ERR714380
THE GAMBIA 5 ERS497326 ERR714399
THE GAMBIA 5 ERS497362 ERR714408
THE GAMBIA 5 ERS497400 ERR714420
THE GAMBIA 5 ERS524875 ERR730155
THE GAMBIA 5 ERS524924 ERR730202
THE GAMBIA 5 ERS524925 ERR730203
THE GAMBIA 5 ERS524959 ERR730235
THE GAMBIA 5 ERS524975 ERR730251
THE GAMBIA 5 ERS525019 ERR730276
THE GAMBIA 5 ERS525109 ERR730324
THE GAMBIA 5 ERS525203 ERR730479
THE GAMBIA 5 ERS627003 ERR870046
THE GAMBIA 5 ERS627037 ERR862295
THE GAMBIA 5 ERS627041 ERR870058
THE GAMBIA 5 ERS627048 ERR870061
THE GAMBIA 5 ERS627074 ERR870076
THE GAMBIA 5 ERS627120 ERR870103
THE GAMBIA 5 ERS627047 ERR870125
THE GAMBIA 5 ERS627310 ERR870315
THE GAMBIA 5 ERS654303 ERR913405
THE GAMBIA 5 ERS654329 ERR913408
THE GAMBIA 5 ERS654338 ERR913409
THE GAMBIA 5 ERS654348 ERR913214
THE GAMBIA 5 ERS654431 ERR913281
THE GAMBIA 5 ERS654434 ERR913284
THE GAMBIA 5 ERS654437 ERR913287
THE GAMBIA 5 ERS654510 ERR913341
THE GAMBIA 5 ERS654527 ERR913352
THE GAMBIA 5 ERS654568 ERR913379
THE GAMBIA 5 ERS654575 ERR913383
THE GAMBIA 5 ERS654595 ERR913475
THE GAMBIA 5 ERS686007 ERR997475
THE GAMBIA 5 ERS686089 ERR997589
THE GAMBIA 5 ERS686116 ERR997612
THE GAMBIA 5 ERS686171 ERR997662
THE GAMBIA 5 ERS686195 ERR997681
THE GAMBIA 5 ERS686264 ERR984285
THE GAMBIA 5 ERS719636 ERR1106786
THE GAMBIA 5 ERS719723 ERR1191961
THE GAMBIA 5 ERS719759 ERR1191979
THE GAMBIA 5 ERS719771 ERR1191984
THE GAMBIA 5 ERS719778 ERR1191987
THE GAMBIA 5 ERS719761 ERR1192028
THE GAMBIA 5 ERS719768 ERR1192031
THE GAMBIA 5 ERS719777 ERR1192036
THE GAMBIA 5 ERS719864 ERR1192081
THE GAMBIA 5 ERS719927 ERR1192131
THE GAMBIA 5 ERS745524 ERR1430822
THE GAMBIA 5 ERS745614 ERR1430912
THE GAMBIA 5 ERS745619 ERR1430917
THE GAMBIA 5 ERS745646 ERR1430931
THE GAMBIA 5 ERS745664 ERR1430940
THE GAMBIA 5 ERS745674 ERR1430946
THE GAMBIA 5 ERS745703 ERR1430970
THE GAMBIA 5 ERS745705 ERR1430972
THE GAMBIA 5 ERS745706 ERR1430973
THE GAMBIA 5 ERS745714 ERR1430981
THE GAMBIA 5 ERS745718 ERR1540673
THE GAMBIA 5 ERS745719 ERR1540674
THE GAMBIA 5 ERS745645 ERR1540688
THE GAMBIA 5 ERS745662 ERR1540696
THE GAMBIA 5 ERS811800 ERR1540797
THE GAMBIA 5 ERS1574377 ERR2089972
THE GAMBIA 5 ERS811940 ERR1453297
THE GAMBIA 5 ERS811947 ERR1453300
THE GAMBIA 5 ERS811794 ERR1453305
THE GAMBIA 5 ERS811819 ERR1453314
THE GAMBIA 5 ERS811859 ERR1453332
THE GAMBIA 5 ERS811931 ERR1453367
THE GAMBIA 5 ERS811991 ERR1453417
THE GAMBIA 5 ERS812000 ERR1453426
THE GAMBIA 5 ERS812043 ERR1453469
THE GAMBIA 5 ERS1222244 ERR1658078
THE GAMBIA 5 ERS1222245 ERR1658079
THE GAMBIA 5 ERS1222249 ERR1658083
THE GAMBIA 5 ERS1222253 ERR1658087
THE GAMBIA 5 ERS1222267 ERR1658101
THE GAMBIA 5 ERS1222280 ERR1658114
THE GAMBIA 5 ERS1222322 ERR1658154
THE GAMBIA 5 ERS1222338 ERR1658170
THE GAMBIA 5 ERS1222344 ERR1658175
THE GAMBIA 5 ERS1222390 ERR1658214
THE GAMBIA 5 ERS1222416 ERR1658239
THE GAMBIA 5 ERS1222422 ERR1658245
THE GAMBIA 5 ERS1813467 ERR2089180
THE GAMBIA 5 ERS1813583 ERR2089297
THE GAMBIA 5 ERS1813603 ERR2089315
THE GAMBIA 5 ERS1574306 ERR2089901
THE GAMBIA 5 ERS1574341 ERR2089936
THE GAMBIA 5 ERS1574353 ERR2089948
THE GAMBIA 5 ERS1574360 ERR2089955
THE GAMBIA 5 ERS1574399 ERR2089994
THE GAMBIA 5 ERS1574404 ERR2089999
THE GAMBIA 5 ERS1574423 ERR2090018
SOUTH AFRICA 5 ERS464617 ERR632964
SOUTH AFRICA 5 ERS464645 ERR600622
SOUTH AFRICA 5 ERS464651 ERR600628
SOUTH AFRICA 5 ERS464659 ERR632976
SOUTH AFRICA 5 ERS464663 ERR632980
SOUTH AFRICA 5 ERS464687 ERR633004
SOUTH AFRICA 5 ERS464705 ERR633022
SOUTH AFRICA 5 ERS464712 ERR708300
SOUTH AFRICA 5 ERS464730 ERR633045
SOUTH AFRICA 5 ERS464750 ERR633065
SOUTH AFRICA 5 ERS464751 ERR633066
SOUTH AFRICA 5 ERS464847 ERR646572
SOUTH AFRICA 5 ERS464888 ERR646613
SOUTH AFRICA 5 ERS508366 ERR730551
SOUTH AFRICA 5 ERS508436 ERR730572
SOUTH AFRICA 5 ERS508533 ERR730603
SOUTH AFRICA 5 ERS508392 ERR701811
SOUTH AFRICA 5 ERS508529 ERR701856
SOUTH AFRICA 5 ERS508359 ERR714452
SOUTH AFRICA 5 ERS508393 ERR714465
SOUTH AFRICA 5 ERS508512 ERR714507
SOUTH AFRICA 5 ERS508525 ERR714512
SOUTH AFRICA 5 ERS508538 ERR714517
SOUTH AFRICA 5 ERS508546 ERR714521
SOUTH AFRICA 5 ERS508561 ERR714528
SOUTH AFRICA 5 ERS508574 ERR714534
SOUTH AFRICA 5 ERS508592 ERR730676
SOUTH AFRICA 5 ERS508632 ERR730702
SOUTH AFRICA 5 ERS508668 ERR730715
SOUTH AFRICA 5 ERS508671 ERR730716
SOUTH AFRICA 5 ERS508751 ERR730744
SOUTH AFRICA 5 ERS508659 ERR714555
SOUTH AFRICA 5 ERS508682 ERR714562
SOUTH AFRICA 5 ERS508689 ERR714564
SOUTH AFRICA 5 ERS508744 ERR714583
SOUTH AFRICA 5 ERS508824 ERR714614
SOUTH AFRICA 5 ERS508850 ERR714627
SOUTH AFRICA 5 ERS508749 ERR730803
SOUTH AFRICA 5 ERS508819 ERR730829
SOUTH AFRICA 5 ERS508847 ERR730843
SOUTH AFRICA 5 ERS509147 ERR714652
SOUTH AFRICA 5 ERS508944 ERR714723
SOUTH AFRICA 5 ERS509040 ERR736940
SOUTH AFRICA 5 ERS509058 ERR730627
